dim2_type,dim2_code,dimension2_type,dimension2_code
sa2_current,141600,SA2,141600
sa2_current,141700,SA2,141700
sa2_current,109800,SA2,109800
sa2_current,109900,SA2,109900
sa2_current,110100,SA2,110100
sa2_current,110201,SA2,110201
sa2_current,110400,SA2,110400
sa2_current,110501,SA2,110501
sa2_current,110600,SA2,110600
sa2_current,110700,SA2,110700
sa2_current,110800,SA2,110800
sa2_current,110900,SA2,110900
sa2_current,111602,SA2,111602
sa2_current,112600,SA2,112600
sa2_current,112800,SA2,112800
sa2_current,112901,SA2,112901
sa2_current,113000,SA2,113000
sa2_current,113101,SA2,113101
sa2_current,113201,SA2,113201
sa2_current,113300,SA2,113300
sa2_current,113401,SA2,113401
sa2_current,113402,SA2,113402
sa2_current,113500,SA2,113500
sa2_current,113600,SA2,113600
sa2_current,113700,SA2,113700
sa2_current,113800,SA2,113800
sa2_current,113900,SA2,113900
sa2_current,114000,SA2,114000
sa2_current,114101,SA2,114101
sa2_current,114102,SA2,114102
sa2_current,114201,SA2,114201
sa2_current,115700,SA2,115700
sa2_current,115800,SA2,115800
sa2_current,116000,SA2,116000
sa2_current,116101,SA2,116101
sa2_current,116200,SA2,116200
sa2_current,116300,SA2,116300
sa2_current,116401,SA2,116401
sa2_current,116500,SA2,116500
sa2_current,116601,SA2,116601
sa2_current,116701,SA2,116701
sa2_current,116801,SA2,116801
sa2_current,116900,SA2,116900
sa2_current,117001,SA2,117001
sa2_current,117002,SA2,117002
sa2_current,117003,SA2,117003
sa2_current,117201,SA2,117201
sa2_current,117202,SA2,117202
sa2_current,118600,SA2,118600
sa2_current,118700,SA2,118700
sa2_current,118800,SA2,118800
sa2_current,118900,SA2,118900
sa2_current,119000,SA2,119000
sa2_current,119100,SA2,119100
sa2_current,119201,SA2,119201
sa2_current,119301,SA2,119301
sa2_current,119400,SA2,119400
sa2_current,119500,SA2,119500
sa2_current,119600,SA2,119600
sa2_current,119700,SA2,119700
sa2_current,119800,SA2,119800
sa2_current,119901,SA2,119901
sa2_current,120000,SA2,120000
sa2_current,120101,SA2,120101
sa2_current,120201,SA2,120201
sa2_current,120202,SA2,120202
sa2_current,120203,SA2,120203
sa2_current,120301,SA2,120301
sa2_current,121800,SA2,121800
sa2_current,122001,SA2,122001
sa2_current,122101,SA2,122101
sa2_current,122200,SA2,122200
sa2_current,122300,SA2,122300
sa2_current,122400,SA2,122400
sa2_current,122501,SA2,122501
sa2_current,122600,SA2,122600
sa2_current,122700,SA2,122700
sa2_current,122801,SA2,122801
sa2_current,122802,SA2,122802
sa2_current,122901,SA2,122901
sa2_current,123000,SA2,123000
sa2_current,123100,SA2,123100
sa2_current,123702,SA2,123702
sa2_current,124700,SA2,124700
sa2_current,124800,SA2,124800
sa2_current,124900,SA2,124900
sa2_current,125000,SA2,125000
sa2_current,125100,SA2,125100
sa2_current,125201,SA2,125201
sa2_current,125300,SA2,125300
sa2_current,125400,SA2,125400
sa2_current,125500,SA2,125500
sa2_current,125600,SA2,125600
sa2_current,125701,SA2,125701
sa2_current,125800,SA2,125800
sa2_current,125900,SA2,125900
sa2_current,126000,SA2,126000
sa2_current,126100,SA2,126100
sa2_current,126401,SA2,126401
sa2_current,126702,SA2,126702
sa2_current,127900,SA2,127900
sa2_current,128000,SA2,128000
sa2_current,128101,SA2,128101
sa2_current,128200,SA2,128200
sa2_current,128301,SA2,128301
sa2_current,128401,SA2,128401
sa2_current,128501,SA2,128501
sa2_current,128601,SA2,128601
sa2_current,128700,SA2,128700
sa2_current,128800,SA2,128800
sa2_current,128901,SA2,128901
sa2_current,128902,SA2,128902
sa2_current,129000,SA2,129000
sa2_current,129101,SA2,129101
sa2_current,129201,SA2,129201
sa2_current,129501,SA2,129501
sa2_current,129902,SA2,129902
sa2_current,131000,SA2,131000
sa2_current,131100,SA2,131100
sa2_current,131200,SA2,131200
sa2_current,131300,SA2,131300
sa2_current,131400,SA2,131400
sa2_current,131500,SA2,131500
sa2_current,131600,SA2,131600
sa2_current,131700,SA2,131700
sa2_current,131801,SA2,131801
sa2_current,131802,SA2,131802
sa2_current,131900,SA2,131900
sa2_current,132001,SA2,132001
sa2_current,132002,SA2,132002
sa2_current,132100,SA2,132100
sa2_current,132200,SA2,132200
sa2_current,132501,SA2,132501
sa2_current,133800,SA2,133800
sa2_current,133900,SA2,133900
sa2_current,134000,SA2,134000
sa2_current,134100,SA2,134100
sa2_current,134200,SA2,134200
sa2_current,134301,SA2,134301
sa2_current,134400,SA2,134400
sa2_current,134500,SA2,134500
sa2_current,134600,SA2,134600
sa2_current,134700,SA2,134700
sa2_current,134800,SA2,134800
sa2_current,134900,SA2,134900
sa2_current,135000,SA2,135000
sa2_current,135100,SA2,135100
sa2_current,135200,SA2,135200
sa2_current,135300,SA2,135300
sa2_current,135401,SA2,135401
sa2_current,136002,SA2,136002
sa2_current,136900,SA2,136900
sa2_current,137000,SA2,137000
sa2_current,137100,SA2,137100
sa2_current,137300,SA2,137300
sa2_current,137400,SA2,137400
sa2_current,137500,SA2,137500
sa2_current,137600,SA2,137600
sa2_current,137701,SA2,137701
sa2_current,137800,SA2,137800
sa2_current,137901,SA2,137901
sa2_current,138000,SA2,138000
sa2_current,138100,SA2,138100
sa2_current,138200,SA2,138200
sa2_current,138301,SA2,138301
sa2_current,138302,SA2,138302
sa2_current,138501,SA2,138501
sa2_current,138502,SA2,138502
sa2_current,139900,SA2,139900
sa2_current,140000,SA2,140000
sa2_current,140100,SA2,140100
sa2_current,140200,SA2,140200
sa2_current,141801,SA2,141801
sa2_current,141900,SA2,141900
sa2_current,142001,SA2,142001
sa2_current,142101,SA2,142101
sa2_current,142201,SA2,142201
sa2_current,142202,SA2,142202
sa2_current,142301,SA2,142301
sa2_current,142400,SA2,142400
sa2_current,142501,SA2,142501
sa2_current,142600,SA2,142600
sa2_current,142700,SA2,142700
sa2_current,142801,SA2,142801
sa2_current,142802,SA2,142802
sa2_current,142901,SA2,142901
sa2_current,144500,SA2,144500
sa2_current,144600,SA2,144600
sa2_current,144700,SA2,144700
sa2_current,144800,SA2,144800
sa2_current,144900,SA2,144900
sa2_current,145000,SA2,145000
sa2_current,145101,SA2,145101
sa2_current,145200,SA2,145200
sa2_current,145300,SA2,145300
sa2_current,145400,SA2,145400
sa2_current,145500,SA2,145500
sa2_current,145600,SA2,145600
sa2_current,145700,SA2,145700
sa2_current,145800,SA2,145800
sa2_current,145900,SA2,145900
sa2_current,146201,SA2,146201
sa2_current,146301,SA2,146301
sa2_current,146302,SA2,146302
sa2_current,147500,SA2,147500
sa2_current,147600,SA2,147600
sa2_current,147700,SA2,147700
sa2_current,147800,SA2,147800
sa2_current,147900,SA2,147900
sa2_current,148000,SA2,148000
sa2_current,148101,SA2,148101
sa2_current,148200,SA2,148200
sa2_current,148300,SA2,148300
sa2_current,148401,SA2,148401
sa2_current,148501,SA2,148501
sa2_current,148600,SA2,148600
sa2_current,148700,SA2,148700
sa2_current,148800,SA2,148800
sa2_current,148901,SA2,148901
sa2_current,149001,SA2,149001
sa2_current,149702,SA2,149702
sa2_current,150600,SA2,150600
sa2_current,150700,SA2,150700
sa2_current,150800,SA2,150800
sa2_current,150900,SA2,150900
sa2_current,151000,SA2,151000
sa2_current,151100,SA2,151100
sa2_current,151200,SA2,151200
sa2_current,151301,SA2,151301
sa2_current,151400,SA2,151400
sa2_current,151500,SA2,151500
sa2_current,151600,SA2,151600
sa2_current,151700,SA2,151700
sa2_current,151800,SA2,151800
sa2_current,151900,SA2,151900
sa2_current,152000,SA2,152000
sa2_current,152101,SA2,152101
sa2_current,152201,SA2,152201
sa2_current,153600,SA2,153600
sa2_current,153700,SA2,153700
sa2_current,153800,SA2,153800
sa2_current,153900,SA2,153900
sa2_current,154001,SA2,154001
sa2_current,154101,SA2,154101
sa2_current,154201,SA2,154201
sa2_current,154300,SA2,154300
sa2_current,154400,SA2,154400
sa2_current,154500,SA2,154500
sa2_current,154600,SA2,154600
sa2_current,154701,SA2,154701
sa2_current,154801,SA2,154801
sa2_current,154802,SA2,154802
sa2_current,154901,SA2,154901
sa2_current,154902,SA2,154902
sa2_current,155000,SA2,155000
sa2_current,155301,SA2,155301
sa2_current,155401,SA2,155401
sa2_current,155602,SA2,155602
sa2_current,155702,SA2,155702
sa2_current,156700,SA2,156700
sa2_current,156800,SA2,156800
sa2_current,157000,SA2,157000
sa2_current,157101,SA2,157101
sa2_current,157200,SA2,157200
sa2_current,157301,SA2,157301
sa2_current,157400,SA2,157400
sa2_current,157500,SA2,157500
sa2_current,157600,SA2,157600
sa2_current,157701,SA2,157701
sa2_current,157702,SA2,157702
sa2_current,157800,SA2,157800
sa2_current,157901,SA2,157901
sa2_current,158001,SA2,158001
sa2_current,158002,SA2,158002
sa2_current,158101,SA2,158101
sa2_current,158102,SA2,158102
sa2_current,158401,SA2,158401
sa2_current,158402,SA2,158402
sa2_current,158502,SA2,158502
sa2_current,158602,SA2,158602
sa2_current,158603,SA2,158603
sa2_current,159700,SA2,159700
sa2_current,159900,SA2,159900
sa2_current,160000,SA2,160000
sa2_current,160100,SA2,160100
sa2_current,160201,SA2,160201
sa2_current,160300,SA2,160300
sa2_current,160401,SA2,160401
sa2_current,160501,SA2,160501
sa2_current,160601,SA2,160601
sa2_current,160700,SA2,160700
sa2_current,160800,SA2,160800
sa2_current,160901,SA2,160901
sa2_current,160902,SA2,160902
sa2_current,161000,SA2,161000
sa2_current,161100,SA2,161100
sa2_current,161201,SA2,161201
sa2_current,162800,SA2,162800
sa2_current,163100,SA2,163100
sa2_current,163200,SA2,163200
sa2_current,163301,SA2,163301
sa2_current,163400,SA2,163400
sa2_current,163501,SA2,163501
sa2_current,163502,SA2,163502
sa2_current,163600,SA2,163600
sa2_current,163700,SA2,163700
sa2_current,163801,SA2,163801
sa2_current,163803,SA2,163803
sa2_current,163901,SA2,163901
sa2_current,163902,SA2,163902
sa2_current,164001,SA2,164001
sa2_current,164100,SA2,164100
sa2_current,164201,SA2,164201
sa2_current,164301,SA2,164301
sa2_current,164302,SA2,164302
sa2_current,164401,SA2,164401
sa2_current,164602,SA2,164602
sa2_current,164603,SA2,164603
sa2_current,165800,SA2,165800
sa2_current,166000,SA2,166000
sa2_current,166100,SA2,166100
sa2_current,166200,SA2,166200
sa2_current,166301,SA2,166301
sa2_current,166400,SA2,166400
sa2_current,166500,SA2,166500
sa2_current,166600,SA2,166600
sa2_current,166700,SA2,166700
sa2_current,166801,SA2,166801
sa2_current,166900,SA2,166900
sa2_current,167000,SA2,167000
sa2_current,167101,SA2,167101
sa2_current,167102,SA2,167102
sa2_current,167200,SA2,167200
sa2_current,167501,SA2,167501
sa2_current,168800,SA2,168800
sa2_current,169000,SA2,169000
sa2_current,169100,SA2,169100
sa2_current,169200,SA2,169200
sa2_current,169301,SA2,169301
sa2_current,169401,SA2,169401
sa2_current,169500,SA2,169500
sa2_current,169600,SA2,169600
sa2_current,140300,SA2,140300
sa2_current,140400,SA2,140400
sa2_current,140500,SA2,140500
sa2_current,140601,SA2,140601
sa2_current,140700,SA2,140700
sa2_current,140800,SA2,140800
sa2_current,140901,SA2,140901
sa2_current,140902,SA2,140902
sa2_current,141000,SA2,141000
sa2_current,141101,SA2,141101
sa2_current,141102,SA2,141102
sa2_current,141201,SA2,141201
sa2_current,141300,SA2,141300
sa2_current,141802,SA2,141802
sa2_current,142002,SA2,142002
sa2_current,143000,SA2,143000
sa2_current,143100,SA2,143100
sa2_current,143200,SA2,143200
sa2_current,143301,SA2,143301
sa2_current,143400,SA2,143400
sa2_current,143500,SA2,143500
sa2_current,143600,SA2,143600
sa2_current,143700,SA2,143700
sa2_current,143800,SA2,143800
sa2_current,143900,SA2,143900
sa2_current,144001,SA2,144001
sa2_current,144101,SA2,144101
sa2_current,144201,SA2,144201
sa2_current,144300,SA2,144300
sa2_current,144400,SA2,144400
sa2_current,145102,SA2,145102
sa2_current,146000,SA2,146000
sa2_current,146100,SA2,146100
sa2_current,146400,SA2,146400
sa2_current,146501,SA2,146501
sa2_current,146600,SA2,146600
sa2_current,146700,SA2,146700
sa2_current,146800,SA2,146800
sa2_current,146900,SA2,146900
sa2_current,147001,SA2,147001
sa2_current,147002,SA2,147002
sa2_current,147100,SA2,147100
sa2_current,147201,SA2,147201
sa2_current,147202,SA2,147202
sa2_current,147300,SA2,147300
sa2_current,147400,SA2,147400
sa2_current,148102,SA2,148102
sa2_current,149100,SA2,149100
sa2_current,149200,SA2,149200
sa2_current,149300,SA2,149300
sa2_current,149400,SA2,149400
sa2_current,149500,SA2,149500
sa2_current,149600,SA2,149600
sa2_current,149701,SA2,149701
sa2_current,149800,SA2,149800
sa2_current,149901,SA2,149901
sa2_current,150000,SA2,150000
sa2_current,150101,SA2,150101
sa2_current,150200,SA2,150200
sa2_current,150301,SA2,150301
sa2_current,150302,SA2,150302
sa2_current,150400,SA2,150400
sa2_current,150500,SA2,150500
sa2_current,152300,SA2,152300
sa2_current,152400,SA2,152400
sa2_current,152500,SA2,152500
sa2_current,152600,SA2,152600
sa2_current,152700,SA2,152700
sa2_current,152800,SA2,152800
sa2_current,152900,SA2,152900
sa2_current,153000,SA2,153000
sa2_current,153100,SA2,153100
sa2_current,153200,SA2,153200
sa2_current,153301,SA2,153301
sa2_current,153400,SA2,153400
sa2_current,153500,SA2,153500
sa2_current,154202,SA2,154202
sa2_current,155100,SA2,155100
sa2_current,155200,SA2,155200
sa2_current,155500,SA2,155500
sa2_current,155601,SA2,155601
sa2_current,155701,SA2,155701
sa2_current,155801,SA2,155801
sa2_current,155901,SA2,155901
sa2_current,156000,SA2,156000
sa2_current,156101,SA2,156101
sa2_current,156201,SA2,156201
sa2_current,156301,SA2,156301
sa2_current,156400,SA2,156400
sa2_current,156500,SA2,156500
sa2_current,156601,SA2,156601
sa2_current,156901,SA2,156901
sa2_current,158200,SA2,158200
sa2_current,158300,SA2,158300
sa2_current,158501,SA2,158501
sa2_current,158601,SA2,158601
sa2_current,158700,SA2,158700
sa2_current,158800,SA2,158800
sa2_current,158900,SA2,158900
sa2_current,159000,SA2,159000
sa2_current,159101,SA2,159101
sa2_current,159201,SA2,159201
sa2_current,159202,SA2,159202
sa2_current,159301,SA2,159301
sa2_current,159401,SA2,159401
sa2_current,159500,SA2,159500
sa2_current,159600,SA2,159600
sa2_current,159801,SA2,159801
sa2_current,160202,SA2,160202
sa2_current,161300,SA2,161300
sa2_current,161400,SA2,161400
sa2_current,161500,SA2,161500
sa2_current,161600,SA2,161600
sa2_current,161700,SA2,161700
sa2_current,161800,SA2,161800
sa2_current,161900,SA2,161900
sa2_current,162000,SA2,162000
sa2_current,162101,SA2,162101
sa2_current,162102,SA2,162102
sa2_current,162200,SA2,162200
sa2_current,162300,SA2,162300
sa2_current,162400,SA2,162400
sa2_current,162500,SA2,162500
sa2_current,162601,SA2,162601
sa2_current,162602,SA2,162602
sa2_current,162701,SA2,162701
sa2_current,162901,SA2,162901
sa2_current,163001,SA2,163001
sa2_current,163302,SA2,163302
sa2_current,164500,SA2,164500
sa2_current,164601,SA2,164601
sa2_current,164700,SA2,164700
sa2_current,164800,SA2,164800
sa2_current,164900,SA2,164900
sa2_current,165001,SA2,165001
sa2_current,165101,SA2,165101
sa2_current,165200,SA2,165200
sa2_current,165301,SA2,165301
sa2_current,165302,SA2,165302
sa2_current,165400,SA2,165400
sa2_current,165501,SA2,165501
sa2_current,165502,SA2,165502
sa2_current,165600,SA2,165600
sa2_current,165700,SA2,165700
sa2_current,165901,SA2,165901
sa2_current,167300,SA2,167300
sa2_current,167400,SA2,167400
sa2_current,167600,SA2,167600
sa2_current,167700,SA2,167700
sa2_current,167800,SA2,167800
sa2_current,167900,SA2,167900
sa2_current,168001,SA2,168001
sa2_current,168101,SA2,168101
sa2_current,168200,SA2,168200
sa2_current,168300,SA2,168300
sa2_current,168400,SA2,168400
sa2_current,168501,SA2,168501
sa2_current,168502,SA2,168502
sa2_current,168600,SA2,168600
sa2_current,168701,SA2,168701
sa2_current,168901,SA2,168901
sa2_current,170300,SA2,170300
sa2_current,170400,SA2,170400
sa2_current,170600,SA2,170600
sa2_current,170700,SA2,170700
sa2_current,170901,SA2,170901
sa2_current,171101,SA2,171101
sa2_current,171201,SA2,171201
sa2_current,171300,SA2,171300
sa2_current,171400,SA2,171400
sa2_current,169700,SA2,169700
sa2_current,169800,SA2,169800
sa2_current,169901,SA2,169901
sa2_current,170001,SA2,170001
sa2_current,170101,SA2,170101
sa2_current,170201,SA2,170201
sa2_current,170501,SA2,170501
sa2_current,170502,SA2,170502
sa2_current,170802,SA2,170802
sa2_current,170803,SA2,170803
sa2_current,172100,SA2,172100
sa2_current,172201,SA2,172201
sa2_current,172300,SA2,172300
sa2_current,172401,SA2,172401
sa2_current,172500,SA2,172500
sa2_current,172601,SA2,172601
sa2_current,172700,SA2,172700
sa2_current,172800,SA2,172800
sa2_current,172900,SA2,172900
sa2_current,173000,SA2,173000
sa2_current,173100,SA2,173100
sa2_current,173201,SA2,173201
sa2_current,173202,SA2,173202
sa2_current,173300,SA2,173300
sa2_current,173902,SA2,173902
sa2_current,175100,SA2,175100
sa2_current,175301,SA2,175301
sa2_current,175401,SA2,175401
sa2_current,175501,SA2,175501
sa2_current,175601,SA2,175601
sa2_current,175700,SA2,175700
sa2_current,175801,SA2,175801
sa2_current,175901,SA2,175901
sa2_current,175902,SA2,175902
sa2_current,176000,SA2,176000
sa2_current,176101,SA2,176101
sa2_current,176201,SA2,176201
sa2_current,176202,SA2,176202
sa2_current,176301,SA2,176301
sa2_current,178000,SA2,178000
sa2_current,178100,SA2,178100
sa2_current,178301,SA2,178301
sa2_current,178400,SA2,178400
sa2_current,178500,SA2,178500
sa2_current,178600,SA2,178600
sa2_current,178701,SA2,178701
sa2_current,178800,SA2,178800
sa2_current,178901,SA2,178901
sa2_current,179001,SA2,179001
sa2_current,179100,SA2,179100
sa2_current,179201,SA2,179201
sa2_current,179202,SA2,179202
sa2_current,179300,SA2,179300
sa2_current,179401,SA2,179401
sa2_current,179501,SA2,179501
sa2_current,179502,SA2,179502
sa2_current,181000,SA2,181000
sa2_current,181200,SA2,181200
sa2_current,181301,SA2,181301
sa2_current,181400,SA2,181400
sa2_current,181500,SA2,181500
sa2_current,181600,SA2,181600
sa2_current,181700,SA2,181700
sa2_current,181800,SA2,181800
sa2_current,181900,SA2,181900
sa2_current,182000,SA2,182000
sa2_current,182101,SA2,182101
sa2_current,182201,SA2,182201
sa2_current,182300,SA2,182300
sa2_current,182400,SA2,182400
sa2_current,184000,SA2,184000
sa2_current,184100,SA2,184100
sa2_current,184300,SA2,184300
sa2_current,184400,SA2,184400
sa2_current,184501,SA2,184501
sa2_current,184601,SA2,184601
sa2_current,184700,SA2,184700
sa2_current,184800,SA2,184800
sa2_current,184900,SA2,184900
sa2_current,185000,SA2,185000
sa2_current,185100,SA2,185100
sa2_current,185200,SA2,185200
sa2_current,185300,SA2,185300
sa2_current,185400,SA2,185400
sa2_current,187100,SA2,187100
sa2_current,187200,SA2,187200
sa2_current,187300,SA2,187300
sa2_current,187400,SA2,187400
sa2_current,187500,SA2,187500
sa2_current,187600,SA2,187600
sa2_current,187701,SA2,187701
sa2_current,187800,SA2,187800
sa2_current,187900,SA2,187900
sa2_current,188001,SA2,188001
sa2_current,188002,SA2,188002
sa2_current,188100,SA2,188100
sa2_current,188200,SA2,188200
sa2_current,188300,SA2,188300
sa2_current,188400,SA2,188400
sa2_current,188501,SA2,188501
sa2_current,188502,SA2,188502
sa2_current,188701,SA2,188701
sa2_current,188702,SA2,188702
sa2_current,189102,SA2,189102
sa2_current,190100,SA2,190100
sa2_current,190200,SA2,190200
sa2_current,190300,SA2,190300
sa2_current,190400,SA2,190400
sa2_current,190501,SA2,190501
sa2_current,190601,SA2,190601
sa2_current,190700,SA2,190700
sa2_current,190800,SA2,190800
sa2_current,190901,SA2,190901
sa2_current,190902,SA2,190902
sa2_current,191001,SA2,191001
sa2_current,191101,SA2,191101
sa2_current,191201,SA2,191201
sa2_current,191300,SA2,191300
sa2_current,191400,SA2,191400
sa2_current,191501,SA2,191501
sa2_current,191502,SA2,191502
sa2_current,191601,SA2,191601
sa2_current,191801,SA2,191801
sa2_current,191901,SA2,191901
sa2_current,192102,SA2,192102
sa2_current,193100,SA2,193100
sa2_current,193400,SA2,193400
sa2_current,193500,SA2,193500
sa2_current,193600,SA2,193600
sa2_current,193700,SA2,193700
sa2_current,193800,SA2,193800
sa2_current,193900,SA2,193900
sa2_current,194000,SA2,194000
sa2_current,194100,SA2,194100
sa2_current,194200,SA2,194200
sa2_current,194300,SA2,194300
sa2_current,194400,SA2,194400
sa2_current,194500,SA2,194500
sa2_current,194601,SA2,194601
sa2_current,194801,SA2,194801
sa2_current,194802,SA2,194802
sa2_current,195102,SA2,195102
sa2_current,196400,SA2,196400
sa2_current,196500,SA2,196500
sa2_current,196600,SA2,196600
sa2_current,196700,SA2,196700
sa2_current,196800,SA2,196800
sa2_current,196900,SA2,196900
sa2_current,197000,SA2,197000
sa2_current,197100,SA2,197100
sa2_current,197200,SA2,197200
sa2_current,197300,SA2,197300
sa2_current,197400,SA2,197400
sa2_current,197500,SA2,197500
sa2_current,197601,SA2,197601
sa2_current,197602,SA2,197602
sa2_current,197603,SA2,197603
sa2_current,199200,SA2,199200
sa2_current,199300,SA2,199300
sa2_current,199400,SA2,199400
sa2_current,199500,SA2,199500
sa2_current,199600,SA2,199600
sa2_current,199700,SA2,199700
sa2_current,199800,SA2,199800
sa2_current,199900,SA2,199900
sa2_current,200000,SA2,200000
sa2_current,200100,SA2,200100
sa2_current,200200,SA2,200200
sa2_current,200300,SA2,200300
sa2_current,200401,SA2,200401
sa2_current,171501,SA2,171501
sa2_current,171502,SA2,171502
sa2_current,171601,SA2,171601
sa2_current,171700,SA2,171700
sa2_current,171801,SA2,171801
sa2_current,171803,SA2,171803
sa2_current,171901,SA2,171901
sa2_current,172001,SA2,172001
sa2_current,173400,SA2,173400
sa2_current,173500,SA2,173500
sa2_current,173600,SA2,173600
sa2_current,173700,SA2,173700
sa2_current,173801,SA2,173801
sa2_current,173901,SA2,173901
sa2_current,174001,SA2,174001
sa2_current,174100,SA2,174100
sa2_current,174200,SA2,174200
sa2_current,174300,SA2,174300
sa2_current,174400,SA2,174400
sa2_current,174500,SA2,174500
sa2_current,174601,SA2,174601
sa2_current,174701,SA2,174701
sa2_current,174801,SA2,174801
sa2_current,174901,SA2,174901
sa2_current,175001,SA2,175001
sa2_current,175002,SA2,175002
sa2_current,175201,SA2,175201
sa2_current,175302,SA2,175302
sa2_current,176400,SA2,176400
sa2_current,176500,SA2,176500
sa2_current,176600,SA2,176600
sa2_current,176700,SA2,176700
sa2_current,176800,SA2,176800
sa2_current,176900,SA2,176900
sa2_current,177000,SA2,177000
sa2_current,177100,SA2,177100
sa2_current,177200,SA2,177200
sa2_current,177300,SA2,177300
sa2_current,177400,SA2,177400
sa2_current,177500,SA2,177500
sa2_current,177600,SA2,177600
sa2_current,177700,SA2,177700
sa2_current,177800,SA2,177800
sa2_current,177901,SA2,177901
sa2_current,178201,SA2,178201
sa2_current,178202,SA2,178202
sa2_current,179600,SA2,179600
sa2_current,179700,SA2,179700
sa2_current,179801,SA2,179801
sa2_current,179901,SA2,179901
sa2_current,180000,SA2,180000
sa2_current,180100,SA2,180100
sa2_current,180200,SA2,180200
sa2_current,180300,SA2,180300
sa2_current,180400,SA2,180400
sa2_current,180500,SA2,180500
sa2_current,180601,SA2,180601
sa2_current,180700,SA2,180700
sa2_current,180800,SA2,180800
sa2_current,180900,SA2,180900
sa2_current,181101,SA2,181101
sa2_current,182500,SA2,182500
sa2_current,182600,SA2,182600
sa2_current,182700,SA2,182700
sa2_current,182800,SA2,182800
sa2_current,182900,SA2,182900
sa2_current,183000,SA2,183000
sa2_current,183101,SA2,183101
sa2_current,183200,SA2,183200
sa2_current,183300,SA2,183300
sa2_current,183401,SA2,183401
sa2_current,183500,SA2,183500
sa2_current,183600,SA2,183600
sa2_current,183701,SA2,183701
sa2_current,183800,SA2,183800
sa2_current,183900,SA2,183900
sa2_current,184201,SA2,184201
sa2_current,185500,SA2,185500
sa2_current,185600,SA2,185600
sa2_current,185700,SA2,185700
sa2_current,185800,SA2,185800
sa2_current,185900,SA2,185900
sa2_current,186000,SA2,186000
sa2_current,186100,SA2,186100
sa2_current,186200,SA2,186200
sa2_current,186300,SA2,186300
sa2_current,186400,SA2,186400
sa2_current,186500,SA2,186500
sa2_current,186600,SA2,186600
sa2_current,186700,SA2,186700
sa2_current,186800,SA2,186800
sa2_current,186900,SA2,186900
sa2_current,187000,SA2,187000
sa2_current,187702,SA2,187702
sa2_current,188600,SA2,188600
sa2_current,188800,SA2,188800
sa2_current,188900,SA2,188900
sa2_current,189000,SA2,189000
sa2_current,189101,SA2,189101
sa2_current,189200,SA2,189200
sa2_current,189300,SA2,189300
sa2_current,189400,SA2,189400
sa2_current,189500,SA2,189500
sa2_current,189600,SA2,189600
sa2_current,189700,SA2,189700
sa2_current,189800,SA2,189800
sa2_current,189900,SA2,189900
sa2_current,190602,SA2,190602
sa2_current,191700,SA2,191700
sa2_current,192000,SA2,192000
sa2_current,192101,SA2,192101
sa2_current,192300,SA2,192300
sa2_current,192400,SA2,192400
sa2_current,192500,SA2,192500
sa2_current,192600,SA2,192600
sa2_current,192700,SA2,192700
sa2_current,192800,SA2,192800
sa2_current,192900,SA2,192900
sa2_current,193000,SA2,193000
sa2_current,193201,SA2,193201
sa2_current,193202,SA2,193202
sa2_current,193301,SA2,193301
sa2_current,194700,SA2,194700
sa2_current,194900,SA2,194900
sa2_current,195000,SA2,195000
sa2_current,195101,SA2,195101
sa2_current,195200,SA2,195200
sa2_current,195300,SA2,195300
sa2_current,195401,SA2,195401
sa2_current,195500,SA2,195500
sa2_current,195601,SA2,195601
sa2_current,195700,SA2,195700
sa2_current,195800,SA2,195800
sa2_current,195900,SA2,195900
sa2_current,196000,SA2,196000
sa2_current,196100,SA2,196100
sa2_current,196201,SA2,196201
sa2_current,196202,SA2,196202
sa2_current,196301,SA2,196301
sa2_current,197700,SA2,197700
sa2_current,197800,SA2,197800
sa2_current,197900,SA2,197900
sa2_current,198000,SA2,198000
sa2_current,198100,SA2,198100
sa2_current,198200,SA2,198200
sa2_current,198400,SA2,198400
sa2_current,198500,SA2,198500
sa2_current,198600,SA2,198600
sa2_current,198700,SA2,198700
sa2_current,198800,SA2,198800
sa2_current,198900,SA2,198900
sa2_current,199000,SA2,199000
sa2_current,199100,SA2,199100
sa2_current,200700,SA2,200700
sa2_current,200800,SA2,200800
sa2_current,200900,SA2,200900
sa2_current,201100,SA2,201100
sa2_current,201200,SA2,201200
sa2_current,201300,SA2,201300
sa2_current,201401,SA2,201401
sa2_current,201501,SA2,201501
sa2_current,201600,SA2,201600
sa2_current,201700,SA2,201700
sa2_current,201800,SA2,201800
sa2_current,201900,SA2,201900
sa2_current,202000,SA2,202000
sa2_current,202100,SA2,202100
sa2_current,202200,SA2,202200
sa2_current,203800,SA2,203800
sa2_current,204101,SA2,204101
sa2_current,200500,SA2,200500
sa2_current,200600,SA2,200600
sa2_current,201001,SA2,201001
sa2_current,202300,SA2,202300
sa2_current,202400,SA2,202400
sa2_current,202500,SA2,202500
sa2_current,202600,SA2,202600
sa2_current,202700,SA2,202700
sa2_current,202800,SA2,202800
sa2_current,202900,SA2,202900
sa2_current,203000,SA2,203000
sa2_current,203100,SA2,203100
sa2_current,203200,SA2,203200
sa2_current,203300,SA2,203300
sa2_current,203400,SA2,203400
sa2_current,203500,SA2,203500
sa2_current,203600,SA2,203600
sa2_current,203700,SA2,203700
sa2_current,203901,SA2,203901
sa2_current,203902,SA2,203902
sa2_current,205300,SA2,205300
